customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0104-PPXDV,Male,Not SC,Has A Partner,No Dependents,58,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Credit card (automatic),50.3,2878.55,Not Churned
5176-LMJXE,Female,Not SC,No Partner,No Dependents,47,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,20.55,945.7,Not Churned
3583-KRKMD,Male,Not SC,No Partner,No Dependents,18,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),75.9,1373.05,Not Churned
1010-DIAUQ,Male,Not SC,No Partner,No Dependents,5,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),96.5,492.55,Churned
9069-LGEUL,Male,Not SC,Has A Partner,No Dependents,23,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),59.95,1406,Not Churned
7302-ZHMHP,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,19.15,19.15,Not Churned
9571-EDEBV,Male,Not SC,Has A Partner,No Dependents,71,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),98.65,6962.85,Not Churned
3520-FJGCV,Male,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),112.6,8126.65,Not Churned
6563-VRERX,Male,Not SC,Has A Partner,Has Dependents,33,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,20.6,690.25,Not Churned
0259-GBZSH,Male,Not SC,No Partner,No Dependents,2,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,85.65,181.5,Churned
6122-EFVKN,Male,Not SC,No Partner,Has Dependents,24,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Mailed check,35.75,830.8,Not Churned
2805-EDJPQ,Female,Not SC,Has A Partner,Has Dependents,56,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),99.75,5608.4,Not Churned
6862-CQUMB,Male,Not SC,No Partner,No Dependents,37,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),96.1,3646.8,Not Churned
7156-MXBJE,Female,Not SC,No Partner,No Dependents,43,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,No Paperless Billing,Credit card (automatic),85.1,3662.25,Not Churned
6158-HDPXZ,Male,Not SC,No Partner,No Dependents,1,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,25.35,25.35,Not Churned
9601-BRXPO,Female,Not SC,Has A Partner,No Dependents,25,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),104.95,2566.5,Churned
2863-IMQDR,Female,Not SC,No Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Electronic check,89.65,5308.7,Not Churned
5686-CMAWK,Male,Not SC,No Partner,No Dependents,17,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Electronic check,86.75,1410.25,Not Churned
5651-CRHKQ,Female,Not SC,Has A Partner,No Dependents,41,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Bank transfer (automatic),86.2,3339.05,Not Churned
6905-NIQIN,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,50.65,50.65,Churned
8204-YJCLA,Male,SC,Has A Partner,Has Dependents,72,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),64.8,4732.35,Not Churned
5167-ZFFMM,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),90.85,90.85,Churned
6583-SZVGP,Male,Not SC,No Partner,No Dependents,48,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),108.1,5067.45,Not Churned
4895-TMWIR,Male,SC,Has A Partner,No Dependents,11,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,19.95,214.75,Churned
0533-BNWKF,Female,SC,Has A Partner,No Dependents,55,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,85.45,4874.7,Churned
1708-PBBOA,Female,Not SC,No Partner,No Dependents,42,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,54.75,2348.45,Not Churned
8782-LKFPK,Male,Not SC,No Partner,No Dependents,44,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,90.4,4063,Not Churned
5522-JBWMO,Male,Not SC,No Partner,Has Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,44,44,Not Churned
3597-MVHJT,Female,Not SC,No Partner,No Dependents,27,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),95.6,2595.25,Not Churned
9774-NRNAU,Male,SC,Has A Partner,No Dependents,27,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),84.8,2309.55,Not Churned
0224-RLWWD,Female,SC,No Partner,No Dependents,2,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,44.3,89.3,Not Churned
9967-ATRFS,Female,Not SC,No Partner,No Dependents,19,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,19.9,367.55,Not Churned
3951-NJCVI,Female,SC,Has A Partner,No Dependents,42,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,95.05,3944.5,Not Churned
2977-CEBSX,Female,Not SC,No Partner,No Dependents,66,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),90.05,5965.95,Not Churned
0177-PXBAT,Male,SC,Has A Partner,No Dependents,33,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),109.9,3694.7,Not Churned
6599-CEBNN,Female,Not SC,No Partner,No Dependents,34,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),73.95,2524.45,Churned
2519-ERQOJ,Male,SC,No Partner,No Dependents,33,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,54.6,1803.7,Not Churned
5876-QMYLD,Female,Not SC,Has A Partner,Has Dependents,23,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,20.05,415.1,Not Churned
2277-AXSDC,Female,Not SC,No Partner,No Dependents,32,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Bank transfer (automatic),19.75,624.15,Not Churned
9442-JTWDL,Female,Not SC,No Partner,No Dependents,11,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Credit card (automatic),20.05,237.7,Not Churned
0979-PHULV,Male,Not SC,Has A Partner,Has Dependents,69,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),99.45,7007.6,Churned
3067-SVMTC,Female,Not SC,Has A Partner,No Dependents,68,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),55.9,3848.8,Not Churned
5495-GPSRW,Male,Not SC,No Partner,No Dependents,20,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,19.7,419.4,Not Churned
7606-BPHHN,Male,Not SC,No Partner,No Dependents,72,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Credit card (automatic),19.8,1468.75,Not Churned
4742-DRORA,Male,Not SC,Has A Partner,Has Dependents,60,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Bank transfer (automatic),95.4,5812,Not Churned
0111-KLBQG,Male,SC,Has A Partner,Has Dependents,32,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,93.95,2861.45,Not Churned
4800-VHZKI,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.9,19.9,Churned
7989-CHGTL,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.6,19.6,Churned
0334-GDDSO,Male,SC,No Partner,No Dependents,3,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,81.35,233.7,Churned
4163-NCJAK,Female,Not SC,Has A Partner,No Dependents,46,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Has Paperless Billing,Bank transfer (automatic),24.45,1066.15,Not Churned
5233-AOZUF,Female,Not SC,Has A Partner,No Dependents,29,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,74.95,2149.05,Not Churned
5973-EJGDP,Male,Not SC,No Partner,No Dependents,51,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,87.35,4473,Not Churned
1996-DBMUS,Female,SC,Has A Partner,No Dependents,48,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),70.65,3545.05,Not Churned
7916-VCCPB,Female,Not SC,Has A Partner,Has Dependents,16,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),73.25,1195.75,Not Churned
4686-GEFRM,Male,Not SC,Has A Partner,No Dependents,70,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),98.7,6858.9,Not Churned
5249-QYHEX,Female,Not SC,Has A Partner,Has Dependents,40,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,24.8,1024.7,Not Churned
0578-SKVMF,Female,Not SC,Has A Partner,Has Dependents,22,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,83.3,1845.9,Churned
5564-NEMQO,Female,SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),75.3,75.3,Churned
2233-FAGXV,Female,Not SC,Has A Partner,Has Dependents,5,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,24.3,132.25,Not Churned
5605-IYGFG,Female,Not SC,No Partner,No Dependents,7,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),69.85,515.45,Not Churned
7663-ZTEGJ,Male,Not SC,No Partner,Has Dependents,29,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,One year,No Paperless Billing,Credit card (automatic),100.55,2830.45,Not Churned
3935-TBRZZ,Male,Not SC,Has A Partner,Has Dependents,44,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,25.7,1110.5,Not Churned
8111-BKVDS,Female,Not SC,No Partner,No Dependents,10,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),40.7,449.3,Not Churned
2055-SIFSS,Female,SC,Has A Partner,No Dependents,55,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),51.65,2838.55,Not Churned
2806-MLNTI,Male,SC,Has A Partner,No Dependents,52,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Bank transfer (automatic),105.1,5376.4,Not Churned
8734-DKSTZ,Female,Not SC,Has A Partner,Has Dependents,10,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,85.95,858.6,Not Churned
4360-PNRQB,Male,Not SC,No Partner,No Dependents,18,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),75.6,1395.05,Not Churned
6152-ONASV,Female,Not SC,Has A Partner,No Dependents,68,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),58.25,3975.7,Not Churned
9063-ZGTUY,Female,Not SC,Has A Partner,Has Dependents,61,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.4,1182.55,Churned
7781-HVGMK,Female,Not SC,Has A Partner,Has Dependents,72,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),65.2,4784.45,Not Churned
2181-UAESM,Male,Not SC,No Partner,No Dependents,2,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,53.45,119.5,Not Churned
2957-LOLHO,Male,Not SC,No Partner,No Dependents,12,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),45.4,518.9,Churned
6048-NJXHX,Male,Not SC,Has A Partner,No Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Electronic check,19.75,899.45,Not Churned
2320-SLKMB,Female,Not SC,No Partner,No Dependents,26,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),44.45,1183.8,Not Churned
4980-URKXC,Male,Not SC,Has A Partner,No Dependents,36,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Bank transfer (automatic),20.85,720.05,Not Churned
4376-KFVRS,Male,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),114.05,8468.2,Not Churned
5886-VLQVU,Male,Not SC,Has A Partner,No Dependents,35,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),89.85,3161.2,Not Churned
3577-AMVUX,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,55.05,55.05,Not Churned
0771-WLCLA,Female,Not SC,Has A Partner,Has Dependents,16,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,112.95,1882.55,Not Churned
5628-RKIFK,Female,SC,No Partner,No Dependents,49,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),101.55,5070.4,Not Churned
0206-TBWLC,Female,Not SC,Has A Partner,No Dependents,54,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Mailed check,114.65,6049.5,Not Churned
2937-FTHUR,Female,Not SC,No Partner,Has Dependents,18,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,64.8,1166.7,Not Churned
1910-FMXJM,Female,Not SC,Has A Partner,No Dependents,36,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,80.4,2937.65,Not Churned
7752-XUSCI,Female,Not SC,No Partner,No Dependents,60,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,105.9,6396.45,Churned
4110-PFEUZ,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,69.55,69.55,Churned
0732-OCQOC,Female,Not SC,Has A Partner,Has Dependents,52,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Bank transfer (automatic),25.05,1270.25,Not Churned
5168-MSWXT,Male,Not SC,Has A Partner,Has Dependents,8,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,94.75,759.55,Not Churned
1090-ESELR,Male,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),105.5,7611.55,Not Churned
8592-PLTMQ,Female,Not SC,No Partner,No Dependents,64,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,24.7,1642.75,Not Churned
5760-WRAHC,Female,SC,No Partner,No Dependents,22,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,69.75,1545.4,Not Churned
8847-GEOOQ,Male,Not SC,Has A Partner,No Dependents,60,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),60.2,3582.4,Not Churned
0256-LTHVJ,Female,Not SC,Has A Partner,Has Dependents,28,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,81.05,2227.1,Churned
4785-FCIFB,Female,Not SC,Has A Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,24.4,1417.9,Not Churned
8313-NDOIA,Female,Not SC,No Partner,No Dependents,24,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,104.15,2494.65,Not Churned
5149-CUZUJ,Male,Not SC,Has A Partner,Has Dependents,28,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),92.9,2768.35,Not Churned
0942-KOWSM,Female,Not SC,Has A Partner,Has Dependents,30,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),80.8,2369.3,Not Churned
4237-CLSMM,Male,Not SC,Has A Partner,No Dependents,2,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20,38,Not Churned
1452-VOQCH,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,75.1,75.1,Not Churned
4719-UMSIY,Male,Not SC,No Partner,Has Dependents,6,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,19.65,100.9,Not Churned
6614-VBEGU,Female,Not SC,Has A Partner,No Dependents,24,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),69.45,1614.05,Not Churned
0880-TKATG,Male,Not SC,Has A Partner,Has Dependents,4,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,101.15,385.9,Churned
3811-VBYBZ,Male,Not SC,No Partner,No Dependents,7,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,99.8,673.25,Churned
1480-BKXGA,Male,SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),116.05,8404.9,Not Churned
2996-XAUVF,Male,Not SC,No Partner,No Dependents,70,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Mailed check,40.05,2799.75,Not Churned
